kind,size,size_kb,root,depth,path,nested_under,rollup_parent
cache-like,360.0 KiB,360,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.siri.SuggestionsBookkeepingService,,false
cache-like,360.0 KiB,360,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/us.zoom.xos,,false
cache-like,360.0 KiB,360,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/chrome_crashpad_handler,,false
cache-like,360.0 KiB,360,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.oracle.java.Java-Updater,,false
cache-like,360.0 KiB,360,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.iCloudNotificationAgent,,false
support/container,348.0 KiB,348,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Edge Notifications,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,344.0 KiB,344,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/mbuseragent,,false
support/container,344.0 KiB,344,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.CloudDocs.iCloudDriveFileProvider,,false
cache-like,340.0 KiB,340,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.todesktop.230313mzl4w4u92,,false
support/container,340.0 KiB,340,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Dia/AgentServer,/Users/yaniv/Library/Application Support/Dia,false
cache-like,336.0 KiB,336,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Safari.CacheDeleteExtension,,false
support/container,320.0 KiB,320,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Notes.WidgetExtension,,false
support/container,304.0 KiB,304,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/obs-studio/plugin_config,/Users/yaniv/Library/Application Support/obs-studio,false
support/container,304.0 KiB,304,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/Local Storage,/Users/yaniv/Library/Application Support/Codex,false
support/container,300.0 KiB,300,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.control-center.tips/.tipkit,/Users/yaniv/Library/Application Support/com.apple.control-center.tips,false
cache-like,300.0 KiB,300,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/Cache,/Users/yaniv/Library/Application Support/LM Studio,false
support/container,300.0 KiB,300,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Local Storage,/Users/yaniv/Library/Application Support/Code,false
cache-like,296.0 KiB,296,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.adobe.ARMDC,,false
cache-like,296.0 KiB,296,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.siriknowledged,,false
cache-like,296.0 KiB,296,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.adobe.acrobat.AcroPatchInstall,,false
cache-like,292.0 KiB,292,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/Cache,/Users/yaniv/Library/Application Support/Rancher Desktop,false
cache-like,288.0 KiB,288,/Users/yaniv/Library/Logs,1,/Users/yaniv/Library/Logs/rancher-desktop,,false
cache-like,284.0 KiB,284,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.python/Users,/Users/yaniv/Library/Caches/com.apple.python,false
support/container,284.0 KiB,284,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/PKIMetadata,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,284.0 KiB,284,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.UsageTrackingAgent,,false
cache-like,276.0 KiB,276,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.google.GoogleUpdater,,false
cache-like,276.0 KiB,276,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.tinyspeck.slackmacgap,,false
support/container,276.0 KiB,276,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.SafariPlatformSupport.Helper,,false
cache-like,260.0 KiB,260,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/company.thebrowser.dia/fsCachedData,/Users/yaniv/Library/Caches/company.thebrowser.dia,false
support/container,256.0 KiB,256,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/Subresource Filter,/Users/yaniv/Library/Application Support/Comet,false
support/container,252.0 KiB,252,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.github.macadmins.Nudge,,false
support/container,252.0 KiB,252,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Subresource Filter,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,248.0 KiB,248,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.oracle.java.Java-Updater,,false
support/container,244.0 KiB,244,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Alfred/Databases,/Users/yaniv/Library/Application Support/Alfred,false
cache-like,236.0 KiB,236,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices/DynamicUI,/Users/yaniv/Library/Caches/com.apple.AppleMediaServices,false
cache-like,236.0 KiB,236,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.remindd,,false
cache-like,232.0 KiB,232,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/io.sentry/e17188c3e6e21ac851cb6a281682b7eaa56e757a,/Users/yaniv/Library/Caches/io.sentry,false
cache-like,232.0 KiB,232,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.jetpackassetd,,false
cache-like,232.0 KiB,232,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.microsoft.VSCode,,false
cache-like,232.0 KiB,232,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.ctcategories.service,,false
cache-like,228.0 KiB,228,/Users/yaniv/Library/WebKit,2,/Users/yaniv/Library/WebKit/com.oracle.java.Java-Updater/WebsiteData,/Users/yaniv/Library/WebKit/com.oracle.java.Java-Updater,false
cache-like,224.0 KiB,224,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.feedbacklogger/com.apple.assistantd,/Users/yaniv/Library/Caches/com.apple.feedbacklogger,false
support/container,220.0 KiB,220,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Home.HomeEnergyWidgets,,false
support/container,216.0 KiB,216,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.controlcenter/.tipkit,/Users/yaniv/Library/Application Support/com.apple.controlcenter,false
cache-like,212.0 KiB,212,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.SoftwareUpdateNotificationManager,,false
cache-like,212.0 KiB,212,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.assistant_service,,false
cache-like,212.0 KiB,212,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.microsoft.autoupdate2,,false
cache-like,212.0 KiB,212,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.AuthenticationServicesCore.AuthenticationServicesAgent,,false
support/container,212.0 KiB,212,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/Crowd Deny,/Users/yaniv/Library/Application Support/Comet,false
support/container,212.0 KiB,212,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.microsoft.errorreporting,,false
support/container,212.0 KiB,212,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.voicebankingd,,false
cache-like,208.0 KiB,208,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Arc/SidebarItemsFaviconCache,/Users/yaniv/Library/Application Support/Arc,false
support/container,208.0 KiB,208,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.managedappdistributionagent,,false
cache-like,204.0 KiB,204,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/GeoServices/RegionalResources,/Users/yaniv/Library/Caches/GeoServices,false
cache-like,200.0 KiB,200,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/JetPackCache/assets,/Users/yaniv/Library/Caches/JetPackCache,false
support/container,200.0 KiB,200,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/firestore/Arc,/Users/yaniv/Library/Application Support/firestore,false
cache-like,192.0 KiB,192,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.duetexpertd/com.apple.e5rt.e5bundlecache,/Users/yaniv/Library/Caches/com.apple.duetexpertd,false
support/container,192.0 KiB,192,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/SafetyTips,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,false
support/container,188.0 KiB,188,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/SafetyTips,/Users/yaniv/Library/Application Support/Comet,false
support/container,188.0 KiB,188,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.AddressBook,,false
cache-like,180.0 KiB,180,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.ap.PromotedContentJetService,,false
support/container,176.0 KiB,176,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.openai.atlas/d16322da-45b7-4b7e-a1d9-318b0a3bff67,/Users/yaniv/Library/Application Support/com.openai.atlas,false
support/container,176.0 KiB,176,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Oracle/Java,/Users/yaniv/Library/Application Support/Oracle,false
support/container,176.0 KiB,176,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/SafetyTips,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,176.0 KiB,176,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/dev.warp.Warp-Stable,,false
support/container,172.0 KiB,172,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/UBF8T346G9.OneDriveStandaloneSuite,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.accountsd,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.dataaccess.dataaccessd,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/company.thebrowser.dia,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.github.macadmins.Nudge,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/MiniLauncher,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.assistant_service,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.Spotlight,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.accountsd,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.microsoft.edgemac,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.translationd,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/Oracle.MacJREInstaller,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.brave.Browser,,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/Logs,2,/Users/yaniv/Library/Logs/com.openai.codex/2026,/Users/yaniv/Library/Logs/com.openai.codex,false
cache-like,168.0 KiB,168,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Cache,/Users/yaniv/Library/Application Support/Cursor,false
support/container,164.0 KiB,164,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.iTunesCloud/URLBags,/Users/yaniv/Library/Application Support/com.apple.iTunesCloud,false
cache-like,160.0 KiB,160,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.weatherd,,false
support/container,156.0 KiB,156,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/process-monitor,/Users/yaniv/Library/Application Support/Cursor,false
support/container,152.0 KiB,152,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd/shared,/Users/yaniv/Library/Application Support/com.apple.ap.promotedcontentd,false
support/container,152.0 KiB,152,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Service Worker,/Users/yaniv/Library/Application Support/Code,false
support/container,152.0 KiB,152,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/EADPData Component,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,152.0 KiB,152,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/HubExtensions/ForYou-HubX-Plugin,/Users/yaniv/Library/Application Support/HubExtensions,false
support/container,148.0 KiB,148,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.journal.widgets,,false
cache-like,144.0 KiB,144,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.iBooksX/CommerceRequestCache,/Users/yaniv/Library/Caches/com.apple.iBooksX,false
support/container,144.0 KiB,144,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyWidgetIntentsPeople,,false
cache-like,140.0 KiB,140,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/MiniLauncher,,false
cache-like,140.0 KiB,140,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/GameKit/StoreBag,/Users/yaniv/Library/Caches/GameKit,false
cache-like,140.0 KiB,140,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.bird,,false
support/container,140.0 KiB,140,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.tv.sharedcontainer,,false
cache-like,136.0 KiB,136,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.betaenrollmentd,,false
cache-like,136.0 KiB,136,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/Acrobat/DC,/Users/yaniv/Library/Caches/Acrobat,false
support/container,136.0 KiB,136,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Domain Actions,/Users/yaniv/Library/Application Support/Microsoft Edge,false
support/container,136.0 KiB,136,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Alfred/Assistant,/Users/yaniv/Library/Application Support/Alfred,false
support/container,132.0 KiB,132,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.siri.media-indexer,,false
support/container,132.0 KiB,132,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.shortcuts.ShortcutsWidget,,false
support/container,128.0 KiB,128,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Local Storage,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,120.0 KiB,120,/Users/yaniv/Library/Group Containers,1,/Users/yaniv/Library/Group Containers/group.com.apple.mobiletimerd,,false
cache-like,116.0 KiB,116,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.akd,,false
support/container,116.0 KiB,116,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ContactsUI.MonogramPosterExtension,,false
support/container,108.0 KiB,108,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Microsoft Edge/Ad Blocking,/Users/yaniv/Library/Application Support/Microsoft Edge,false
cache-like,104.0 KiB,104,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/OneDrive,,false
cache-like,104.0 KiB,104,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/SonosV2/cache,/Users/yaniv/Library/Application Support/SonosV2,false
support/container,104.0 KiB,104,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Home.HomeWidget.Interactive,,false
cache-like,100.0 KiB,100,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/.omb/metrics,/Users/yaniv/Library/Caches/.omb,false
cache-like,100.0 KiB,100,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.SoftwareUpdateNotificationManager,,false
cache-like,100.0 KiB,100,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.ap.PromotedContentJetService,,false
support/container,100.0 KiB,100,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/HubExtensions/Self-Support,/Users/yaniv/Library/Application Support/HubExtensions,false
support/container,96.0 KiB,96,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.akd,,false
support/container,96.0 KiB,96,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/CrashReporter,,false
support/container,96.0 KiB,96,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyWidgetPeople,,false
support/container,96.0 KiB,96,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.findmy.FindMyWidgetItems,,false
cache-like,92.0 KiB,92,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.adobe.ARMDCHelper,,false
cache-like,92.0 KiB,92,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.newsd,,false
cache-like,92.0 KiB,92,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.sonos.macController2,,false
cache-like,88.0 KiB,88,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.adobe.Reader,,false
cache-like,88.0 KiB,88,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.microsoft.VSCodeInsiders,,false
cache-like,84.0 KiB,84,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/kopia/1b6833ab61ee3be9,/Users/yaniv/Library/Caches/kopia,false
support/container,84.0 KiB,84,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Comet/segmentation_platform,/Users/yaniv/Library/Application Support/Comet,false
support/container,84.0 KiB,84,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Local Storage,/Users/yaniv/Library/Application Support/Slack,false
support/container,84.0 KiB,84,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/JREInstaller,,false
support/container,84.0 KiB,84,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.journal.widgets.secure,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.adobe.AdobeCRDaemon,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/GeoServices/SearchAttribution,/Users/yaniv/Library/Caches/GeoServices,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.adobe.crashreporter,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.adobe.Reader,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/company.thebrowser.Browser,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.apple.siri.SuggestionsBookkeepingService,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/chrome_crashpad_handler,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.adobe.LogTransport.LogTransport,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/io.rancherdesktop.app,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/Caches,1,/Users/yaniv/Library/Caches/com.brave.Browser,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.microsoft.autoupdate2,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.mitchellh.ghostty,,false
cache-like,80.0 KiB,80,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.TV,,false
support/container,80.0 KiB,80,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.spotlight,,false
support/container,80.0 KiB,80,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Arc/RemoteAssetDirectory,/Users/yaniv/Library/Application Support/Arc,false
support/container,80.0 KiB,80,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.FaceTime,,false
support/container,80.0 KiB,80,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Batteries.BatteriesAvocadoWidgetExtension,,false
cache-like,76.0 KiB,76,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/icloudmailagent,,false
cache-like,76.0 KiB,76,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.weatherd,,false
cache-like,72.0 KiB,72,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.FileProviderDaemon.AppStoreService,,false
cache-like,72.0 KiB,72,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.vmware.hub.mac,,false
cache-like,72.0 KiB,72,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.tinyspeck.slackmacgap,,false
cache-like,72.0 KiB,72,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.todesktop.230313mzl4w4u92,,false
cache-like,68.0 KiB,68,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.openai.atlas/com.onevcat.Kingfisher.ImageCache,/Users/yaniv/Library/Caches/com.openai.atlas,false
cache-like,68.0 KiB,68,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.feedbacklogger/com.apple.siri.telemetry,/Users/yaniv/Library/Caches/com.apple.feedbacklogger,false
cache-like,68.0 KiB,68,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.adobe.AdobeCRDaemon,,false
cache-like,68.0 KiB,68,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.AOSPushRelay,,false
cache-like,68.0 KiB,68,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/mbuseragent,,false
cache-like,68.0 KiB,68,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/io.rancherdesktop.app,,false
support/container,68.0 KiB,68,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Intelligent Hub,,false
support/container,68.0 KiB,68,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.FaceTime.FaceTimeNotificationExtension,,false
support/container,68.0 KiB,68,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.routined,,false
support/container,68.0 KiB,68,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.SiriNCService,,false
cache-like,64.0 KiB,64,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.apple.betaenrollmentd,,false
support/container,60.0 KiB,60,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/com.apple.callintelligenced,,false
cache-like,56.0 KiB,56,/Users/yaniv/Library/Caches,2,/Users/yaniv/Library/Caches/com.apple.feedbacklogger/com.apple.siri.unordered,/Users/yaniv/Library/Caches/com.apple.feedbacklogger,false
cache-like,56.0 KiB,56,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.adobe.crashreporter,,false
cache-like,56.0 KiB,56,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.operasoftware.Installer.Opera,,false
cache-like,56.0 KiB,56,/Users/yaniv/Library/HTTPStorages,1,/Users/yaniv/Library/HTTPStorages/com.adobe.LogTransport.LogTransport,,false
support/container,56.0 KiB,56,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Session Storage,/Users/yaniv/Library/Application Support/Slack,false
support/container,56.0 KiB,56,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.omniSearch.SearchToolExtension,,false
support/container,56.0 KiB,56,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.Home.HomeWidget,,false
cache-like,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Firefox/Crash Reports,/Users/yaniv/Library/Application Support/Firefox,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/LM Studio/Shared Dictionary,/Users/yaniv/Library/Application Support/LM Studio,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Cursor/Shared Dictionary,/Users/yaniv/Library/Application Support/Cursor,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Rancher Desktop/Shared Dictionary,/Users/yaniv/Library/Application Support/Rancher Desktop,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/segment/ewjp2RGpYO4hHSErQ3lBOOjnR0YqolJo,/Users/yaniv/Library/Application Support/segment,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Codex/Shared Dictionary,/Users/yaniv/Library/Application Support/Codex,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code/Shared Dictionary,/Users/yaniv/Library/Application Support/Code,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Service Worker,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Code - Insiders/Shared Dictionary,/Users/yaniv/Library/Application Support/Code - Insiders,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,2,/Users/yaniv/Library/Application Support/Slack/Shared Dictionary,/Users/yaniv/Library/Application Support/Slack,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Application Support,1,/Users/yaniv/Library/Application Support/Dock,,false
support/container,52.0 KiB,52,/Users/yaniv/Library/Containers,1,/Users/yaniv/Library/Containers/com.apple.ScreenTimeAgent,,false
