app,bundle_id,kind,size,size_kb,reason,path,also_matched_by
Docker,com.docker.docker,support/container,11.0 GiB,11490692,bundle-id container,/Users/yaniv/Library/Containers/com.docker.docker,
Google Chrome,com.google.Chrome,support/container,8.2 GiB,8619600,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Google/Chrome,
MacWhisper,com.goodsnooze.MacWhisper,support/container,5.8 GiB,6044636,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/MacWhisper,MacWhisper Pro
MacWhisper Pro,com.goodsnooze.MacWhisper,support/container,5.8 GiB,6044636,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/MacWhisper,MacWhisper
Google Chrome,com.google.Chrome,cache-like,3.6 GiB,3809940,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Google/Chrome,
Comet,ai.perplexity.comet,support/container,3.3 GiB,3511608,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Comet,
Google Chrome,com.google.Chrome,cache-like-inside-support,3.0 GiB,3144376,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/Service Worker/CacheStorage,
Opera,com.operasoftware.Opera,cache-like,2.3 GiB,2447120,bundle-id cache,/Users/yaniv/Library/Caches/com.operasoftware.Opera,
Spotify,com.spotify.client,cache-like,2.2 GiB,2343552,bundle-id cache,/Users/yaniv/Library/Caches/com.spotify.client,
ChatGPT Atlas,com.openai.atlas,cache-like,1.9 GiB,2008928,bundle-id cache,/Users/yaniv/Library/Caches/com.openai.atlas,
Microsoft Teams classic,com.microsoft.teams,cache-like-inside-support,1.8 GiB,1870592,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft/Teams/Service Worker/CacheStorage,
Microsoft Edge,com.microsoft.edgemac,cache-like,1.7 GiB,1748868,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Microsoft Edge,
Arc,company.thebrowser.Browser,cache-like,1.6 GiB,1679268,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Arc,
Code,com.microsoft.VSCode,cache-like-inside-support,1.4 GiB,1428084,cache-like descendant,/Users/yaniv/Library/Application Support/Code/CachedExtensionVSIXs,
Microsoft Edge,com.microsoft.edgemac,support/container,1.1 GiB,1161648,app-name exact,/Users/yaniv/Library/Application Support/Microsoft/EdgeUpdater,
Firefox,org.mozilla.firefox,cache-like,1.1 GiB,1107788,app-name exact,/Users/yaniv/Library/Caches/firefox,
Firefox,org.mozilla.firefox,cache-like,1.1 GiB,1107788,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Firefox,
Comet,ai.perplexity.comet,cache-like,960.8 MiB,983900,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Comet,
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,913.8 MiB,935716,cache-like descendant,/Users/yaniv/Library/Containers/com.tinyspeck.slackmacgap/Data/Library/Application Support/Slack/Cache,
Brave Browser,com.brave.Browser,cache-like,821.8 MiB,841540,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/BraveSoftware/Brave-Browser,
Google Chrome Canary,com.google.Chrome.canary,cache-like,756.8 MiB,774952,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Google/Chrome Canary,
Google Chrome,com.google.Chrome,cache-like-inside-support,755.2 MiB,773368,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/Service Worker/CacheStorage,
Google Chrome Canary,com.google.Chrome.canary,support/container,727.5 MiB,745004,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Google/Chrome Canary,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,609.1 MiB,623744,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/Default/Service Worker/CacheStorage,
Code,com.microsoft.VSCode,cache-like-inside-support,593.9 MiB,608200,cache-like descendant,/Users/yaniv/Library/Application Support/Code/Service Worker/CacheStorage,
Arc,company.thebrowser.Browser,support/container,590.0 MiB,604132,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Arc,
Spotify,com.spotify.client,cache-like-inside-support,588.5 MiB,602616,cache-like descendant,/Users/yaniv/Library/Application Support/Spotify/PersistentCache,
Warp,dev.warp.Warp-Stable,support/container,582.3 MiB,596284,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/dev.warp.Warp-Stable,
Dia,company.thebrowser.dia,support/container,547.1 MiB,560256,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Dia,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,523.5 MiB,536044,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/CachedExtensionVSIXs,
Opera,com.operasoftware.Opera,cache-like-inside-support,507.1 MiB,519256,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default/Service Worker/CacheStorage,
Slack,com.tinyspeck.slackmacgap,support/container,455.5 MiB,466456,bundle-id container,/Users/yaniv/Library/Containers/com.tinyspeck.slackmacgap,
Code,com.microsoft.VSCode,cache-like-inside-support,453.1 MiB,464024,cache-like descendant,/Users/yaniv/Library/Application Support/Code/Cache,
Microsoft Edge,com.microsoft.edgemac,support/container,441.0 MiB,451616,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Microsoft Edge,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,406.4 MiB,416200,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Profile 1/Service Worker/CacheStorage,
Dia,company.thebrowser.dia,cache-like,395.4 MiB,404896,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Dia,
ChatGPT Atlas,com.openai.atlas,support/container,390.6 MiB,400000,bundle-id support,/Users/yaniv/Library/Application Support/com.openai.atlas,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,384.8 MiB,394044,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/Service Worker/CacheStorage,
Dropbox,com.getdropbox.dropbox,cache-like-inside-support,350.6 MiB,359028,cache-like descendant,/Users/yaniv/Library/Application Support/Dropbox/DropboxUpdater/crx_cache,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,295.1 MiB,302224,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/Cache,
Opera,com.operasoftware.Opera,cache-like-inside-support,292.5 MiB,299564,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Service Worker/CacheStorage,
Perplexity,ai.perplexity.mac,cache-like-inside-support,281.9 MiB,288712,cache-like descendant,/Users/yaniv/Library/Application Support/Perplexity/CometUpdater/crx_cache,
Brave Browser,com.brave.Browser,support/container,279.3 MiB,286008,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser,
Google Chrome,com.google.Chrome,cache-like-inside-support,276.4 MiB,282996,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/component_crx_cache,
Telegram,ru.keepcoder.Telegram,support/container,272.1 MiB,278648,safe fuzzy exact/segment match,/Users/yaniv/Library/Containers/ru.keepcoder.Telegram,
Arc,company.thebrowser.Browser,cache-like-inside-support,268.4 MiB,274804,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/Default/Service Worker/CacheStorage,
Microsoft Teams classic,com.microsoft.teams,support/container,262.2 MiB,268472,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Microsoft/Teams,
Code,com.microsoft.VSCode,support/container,258.5 MiB,264732,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Code,
Code - Insiders,com.microsoft.VSCodeInsiders,support/container,245.1 MiB,250948,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Code - Insiders,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,240.0 MiB,245768,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft/EdgeUpdater/crx_cache,
zoom.us,us.zoom.xos,support/container,232.0 MiB,237544,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/zoom.us,
Opera,com.operasoftware.Opera,support/container,207.5 MiB,212464,bundle-id support,/Users/yaniv/Library/Application Support/com.operasoftware.Opera,
Code,com.microsoft.VSCode,cache-like-inside-support,204.4 MiB,209292,cache-like descendant,/Users/yaniv/Library/Application Support/Code/CachedData,
Dropbox,com.getdropbox.dropbox,cache-like-inside-support,189.1 MiB,193656,cache-like descendant,/Users/yaniv/Library/Application Support/Dropbox/Partitions/dbid%3Aaab1m18shwr_-aqmejz_x4z9ikekmyzumqs/Service Worker/CacheStorage,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,187.0 MiB,191460,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/component_crx_cache,
Comet,ai.perplexity.comet,cache-like-inside-support,166.9 MiB,170940,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/extensions_crx_cache,
ChatGPT Atlas,com.openai.atlas,cache-like-inside-support,148.0 MiB,151548,cache-like descendant,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data/host/user-fMxwuymNjvjEkjNFV9I9nGez__d16322da-45b7-4b7e-a1d9-318b0a3bff67/Service Worker/CacheStorage,
Firefox,org.mozilla.firefox,support/container,145.7 MiB,149148,app-name exact,/Users/yaniv/Library/Application Support/firefox,
Firefox,org.mozilla.firefox,support/container,145.7 MiB,149148,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Firefox,
Dia,company.thebrowser.dia,cache-like,139.2 MiB,142548,bundle-id cache,/Users/yaniv/Library/Caches/company.thebrowser.dia,
Comet,ai.perplexity.comet,cache-like-inside-support,136.8 MiB,140084,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/Service Worker/CacheStorage,
Microsoft Teams classic,com.microsoft.teams,cache-like-inside-support,126.2 MiB,129220,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft/Teams/Cache,
Cursor,com.todesktop.230313mzl4w4u92,support/container,108.8 MiB,111360,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Cursor,
MacWhisper,com.goodsnooze.MacWhisper,support/container,105.0 MiB,107516,bundle-id container,/Users/yaniv/Library/Containers/com.goodsnooze.MacWhisper,MacWhisper Pro
MacWhisper Pro,com.goodsnooze.MacWhisper,support/container,105.0 MiB,107516,bundle-id container,/Users/yaniv/Library/Containers/com.goodsnooze.MacWhisper,MacWhisper
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,104.8 MiB,107288,cache-like descendant,/Users/yaniv/Library/Containers/com.tinyspeck.slackmacgap/Data/Library/Application Support/Slack/Code Cache,
Google Chrome,com.google.Chrome,cache-like-inside-support,94.7 MiB,96952,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/Service Worker/ScriptCache,
Arc,company.thebrowser.Browser,cache-like-inside-support,92.2 MiB,94404,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/extensions_crx_cache,
Microsoft Word,com.microsoft.Word,cache-like-inside-support,89.6 MiB,91720,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Word/Data/Library/Logs,
zoom.us,us.zoom.xos,cache-like,85.9 MiB,88000,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/us.zoom.xos,
Microsoft Outlook,com.microsoft.Outlook,cache-like-inside-support,81.0 MiB,82916,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Outlook/Data/Library/Logs,
Microsoft PowerPoint,com.microsoft.Powerpoint,cache-like-inside-support,80.9 MiB,82836,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint/Data/Library/Logs,
Microsoft Excel,com.microsoft.Excel,cache-like-inside-support,80.1 MiB,82036,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Excel/Data/Library/Logs,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,76.6 MiB,78460,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/CachedData,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,75.9 MiB,77680,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Default/Service Worker/CacheStorage,
Microsoft Outlook,com.microsoft.Outlook,support/container,74.4 MiB,76140,bundle-id container,/Users/yaniv/Library/Containers/com.microsoft.Outlook,
Code,com.microsoft.VSCode,cache-like-inside-support,72.8 MiB,74512,cache-like descendant,/Users/yaniv/Library/Application Support/Code/WebStorage/375/CacheStorage,
Cursor,com.todesktop.230313mzl4w4u92,cache-like-inside-support,71.9 MiB,73604,cache-like descendant,/Users/yaniv/Library/Application Support/Cursor/Cache,
Microsoft PowerPoint,com.microsoft.Powerpoint,support/container,55.1 MiB,56440,bundle-id container,/Users/yaniv/Library/Containers/com.microsoft.Powerpoint,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,55.0 MiB,56300,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/component_crx_cache,
Arc,company.thebrowser.Browser,cache-like-inside-support,53.2 MiB,54436,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/Default/Service Worker/ScriptCache,
ChatGPT Atlas,com.openai.atlas,cache-like-inside-support,50.5 MiB,51744,cache-like descendant,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data/host/component_crx_cache,
Comet,ai.perplexity.comet,cache-like-inside-support,50.2 MiB,51384,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/component_crx_cache,
Dia,company.thebrowser.dia,cache-like-inside-support,49.7 MiB,50888,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/component_crx_cache,
Arc,company.thebrowser.Browser,cache-like-inside-support,49.6 MiB,50764,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/component_crx_cache,
Dropbox,com.getdropbox.dropbox,support/container,49.5 MiB,50712,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Dropbox,
Brave Browser,com.brave.Browser,cache-like-inside-support,48.3 MiB,49456,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/component_crx_cache,
Azure Data Studio,com.azuredatastudio.oss,cache-like-inside-support,45.6 MiB,46668,cache-like descendant,/Users/yaniv/Library/Application Support/azuredatastudio/CachedExtensionVSIXs,
Claude,com.anthropic.claudefordesktop,cache-like-inside-support,45.2 MiB,46280,cache-like descendant,/Users/yaniv/Library/Application Support/Claude/Cache,
Google Chrome,com.google.Chrome,cache-like-inside-support,44.4 MiB,45440,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/Service Worker/ScriptCache,
Maccy,org.p0deje.Maccy,support/container,44.2 MiB,45304,bundle-id container,/Users/yaniv/Library/Containers/org.p0deje.Maccy,
Code,com.microsoft.VSCode,cache-like-inside-support,41.8 MiB,42804,cache-like descendant,/Users/yaniv/Library/Application Support/Code/WebStorage/359/CacheStorage,
Brave Browser,com.brave.Browser,cache-like-inside-support,41.4 MiB,42420,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Default/Service Worker/CacheStorage,
DaVinci Resolve,com.blackmagic-design.DaVinciResolve,support/container,39.3 MiB,40228,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Blackmagic Design/DaVinci Resolve,
Dia,company.thebrowser.dia,cache-like-inside-support,39.0 MiB,39888,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 2/Service Worker/CacheStorage,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,38.8 MiB,39704,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/extensions_crx_cache,
Dia,company.thebrowser.dia,cache-like-inside-support,38.7 MiB,39616,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Default/Service Worker/CacheStorage,
Google Chrome,com.google.Chrome,cache-like-inside-support,38.3 MiB,39256,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/Shared Dictionary/cache,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,37.7 MiB,38636,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Profile 1/Service Worker/ScriptCache,
Comet,ai.perplexity.comet,cache-like-inside-support,34.7 MiB,35524,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Default/Service Worker/ScriptCache,
Code - Insiders,com.microsoft.VSCodeInsiders,cache-like-inside-support,33.7 MiB,34472,cache-like descendant,/Users/yaniv/Library/Application Support/Code - Insiders/CachedData,
Google Chrome,com.google.Chrome,cache-like-inside-support,32.8 MiB,33540,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Crashpad,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,31.4 MiB,32140,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Default/Service Worker/ScriptCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,31.3 MiB,32024,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/extensions_crx_cache,
Brave Browser,com.brave.Browser,cache-like-inside-support,30.1 MiB,30820,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/Default/Service Worker/ScriptCache,
Brave Browser,com.brave.Browser,cache-like-inside-support,28.5 MiB,29168,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/GrShaderCache,
zoom.us,us.zoom.xos,cache-like,28.3 MiB,29012,safe fuzzy exact/segment match,/Users/yaniv/Library/Logs/zoom.us,
Perplexity,ai.perplexity.mac,support/container,28.2 MiB,28928,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Perplexity,
Code,com.microsoft.VSCode,cache-like-inside-support,28.2 MiB,28856,cache-like descendant,/Users/yaniv/Library/Application Support/Code/WebStorage/361/CacheStorage,
Spotify,com.spotify.client,support/container,27.8 MiB,28516,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Spotify,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,26.8 MiB,27484,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/Profile 2/Service Worker/ScriptCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,26.5 MiB,27104,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/GrShaderCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,26.4 MiB,27028,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 2/Service Worker/ScriptCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,25.2 MiB,25780,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/GrShaderCache,
Dia,company.thebrowser.dia,cache-like-inside-support,24.9 MiB,25512,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 2/Service Worker/ScriptCache,
Dia,company.thebrowser.dia,cache-like-inside-support,24.9 MiB,25512,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Default/Service Worker/ScriptCache,
Dia,company.thebrowser.dia,cache-like-inside-support,24.3 MiB,24896,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 3/Service Worker/ScriptCache,
Dia,company.thebrowser.dia,cache-like-inside-support,24.3 MiB,24896,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/Profile 1/Service Worker/ScriptCache,
Code,com.microsoft.VSCode,cache-like-inside-support,22.9 MiB,23436,cache-like descendant,/Users/yaniv/Library/Application Support/Code/logs,
Arc,company.thebrowser.Browser,cache-like,21.4 MiB,21876,bundle-id cache,/Users/yaniv/Library/Caches/company.thebrowser.Browser,
Dia,company.thebrowser.dia,cache-like-inside-support,20.3 MiB,20756,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/extensions_crx_cache,
Windows App,com.microsoft.rdc.macos,support/container,19.4 MiB,19912,bundle-id container,/Users/yaniv/Library/Containers/com.microsoft.rdc.macos,
Brave Browser,com.brave.Browser,cache-like-inside-support,18.6 MiB,19016,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/extensions_crx_cache,
ChatGPT Atlas,com.openai.atlas,cache-like-inside-support,18.6 MiB,19016,cache-like descendant,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data/host/extensions_crx_cache,
Opera,com.operasoftware.Opera,cache-like-inside-support,18.5 MiB,18936,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/component_crx_cache,
Microsoft Word,com.microsoft.Word,support/container,18.0 MiB,18416,bundle-id container,/Users/yaniv/Library/Containers/com.microsoft.Word,
Code,com.microsoft.VSCode,cache-like-inside-support,17.2 MiB,17564,cache-like descendant,/Users/yaniv/Library/Application Support/Code/WebStorage/362/CacheStorage,
Arc,company.thebrowser.Browser,cache-like-inside-support,17.1 MiB,17560,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/GrShaderCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,16.2 MiB,16548,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/Default/Service Worker/CacheStorage,
Codex,com.openai.codex,cache-like-inside-support,16.1 MiB,16504,cache-like descendant,/Users/yaniv/Library/Application Support/Codex/Cache,
Azure Data Studio,com.azuredatastudio.oss,cache-like-inside-support,16.0 MiB,16348,cache-like descendant,/Users/yaniv/Library/Application Support/azuredatastudio/CachedData,
Comet,ai.perplexity.comet,cache-like-inside-support,14.4 MiB,14744,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/Crashpad,
Acrobat,com.adobe.Acrobat.Pro,support/container,14.2 MiB,14540,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/Adobe/Acrobat,
Universal Media Server,net.pms.PMS,support/container,13.0 MiB,13288,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/UMS,
Brave Browser,com.brave.Browser,cache-like-inside-support,12.8 MiB,13060,cache-like descendant,/Users/yaniv/Library/Application Support/BraveSoftware/Brave-Browser/GraphiteDawnCache,
WD Discovery,com.wdc.discovery.mycloud,support/container,12.7 MiB,12984,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/WD Discovery,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,12.5 MiB,12844,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/GraphiteDawnCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,12.5 MiB,12816,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/Default/Service Worker/ScriptCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,12.5 MiB,12760,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Profile 1/WebStorage/326/CacheStorage,
Microsoft Excel,com.microsoft.Excel,support/container,12.4 MiB,12748,bundle-id container,/Users/yaniv/Library/Containers/com.microsoft.Excel,
Sonos,com.sonos.macController2,cache-like,12.4 MiB,12704,bundle-id cache,/Users/yaniv/Library/Caches/com.sonos.macController2,
Opera,com.operasoftware.Opera,cache-like-inside-support,12.4 MiB,12696,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/GraphiteDawnCache,
ChatGPT Atlas,com.openai.atlas,cache-like-inside-support,12.4 MiB,12668,cache-like descendant,/Users/yaniv/Library/Application Support/com.openai.atlas/browser-data/host/GraphiteDawnCache,
Arc,company.thebrowser.Browser,cache-like-inside-support,12.3 MiB,12632,cache-like descendant,/Users/yaniv/Library/Application Support/Arc/User Data/GraphiteDawnCache,
Comet,ai.perplexity.comet,cache-like-inside-support,12.3 MiB,12608,cache-like descendant,/Users/yaniv/Library/Application Support/Comet/GraphiteDawnCache,
Telegram,ru.keepcoder.Telegram,cache-like-inside-support,12.2 MiB,12540,cache-like descendant,/Users/yaniv/Library/Containers/ru.keepcoder.Telegram/Data/Library/Caches,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,12.1 MiB,12432,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/GrShaderCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,11.4 MiB,11716,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/Shared Dictionary/cache,
Google Chrome,com.google.Chrome,cache-like-inside-support,11.3 MiB,11620,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/WebStorage/1201/CacheStorage,
Sublime Text,com.sublimetext.4,cache-like,10.8 MiB,11016,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/Sublime Text,
Microsoft Teams classic,com.microsoft.teams,cache-like,10.7 MiB,10976,bundle-id cache,/Users/yaniv/Library/Caches/com.microsoft.teams,
iMovie,com.apple.iMovieApp,cache-like-inside-support,10.6 MiB,10844,cache-like descendant,/Users/yaniv/Library/Containers/com.apple.iMovieApp/Data/Library/Caches,
Google Chrome,com.google.Chrome,cache-like-inside-support,9.6 MiB,9784,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/WebStorage/568/CacheStorage,
Microsoft Outlook,com.microsoft.Outlook,cache-like-inside-support,9.4 MiB,9628,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Outlook/Data/Library/Application Support/Microsoft/FontPreviewCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,9.4 MiB,9596,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/WebStorage/658/CacheStorage,
Slack,com.tinyspeck.slackmacgap,cache-like-inside-support,9.0 MiB,9204,cache-like descendant,/Users/yaniv/Library/Containers/com.tinyspeck.slackmacgap/Data/Library/Application Support/Slack/logs,
pgAdmin 4,org.pgadmin.pgadmin4,cache-like,8.9 MiB,9136,safe fuzzy exact/segment match,/Users/yaniv/Library/Caches/pgAdmin 4,
iTerm2,com.googlecode.iterm2,support/container,8.7 MiB,8908,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/iTerm2,
qBittorrent,org.qbittorrent.qBittorrent,support/container,8.5 MiB,8744,app-name exact,/Users/yaniv/Library/Application Support/qbittorrent,
qBittorrent,org.qbittorrent.qBittorrent,support/container,8.5 MiB,8744,safe fuzzy exact/segment match,/Users/yaniv/Library/Application Support/qBittorrent,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,8.1 MiB,8272,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/Default/Service Worker/ScriptCache,
Code,com.microsoft.VSCode,cache-like-inside-support,8.0 MiB,8232,cache-like descendant,/Users/yaniv/Library/Application Support/Code/WebStorage/363/CacheStorage,
ChatGPT,com.openai.chat,cache-like,7.9 MiB,8092,bundle-id cache,/Users/yaniv/Library/Caches/com.openai.chat,
Google Chrome Canary,com.google.Chrome.canary,cache-like-inside-support,7.7 MiB,7900,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome Canary/GraphiteDawnCache,
Google Chrome,com.google.Chrome,cache-like-inside-support,7.3 MiB,7484,cache-like descendant,/Users/yaniv/Library/Application Support/Google/Chrome/Default/WebStorage/884/CacheStorage,
Dia,company.thebrowser.dia,cache-like-inside-support,6.9 MiB,7028,cache-like descendant,/Users/yaniv/Library/Application Support/Dia/User Data/GrShaderCache,
Microsoft Word,com.microsoft.Word,cache-like-inside-support,6.4 MiB,6520,cache-like descendant,/Users/yaniv/Library/Containers/com.microsoft.Word/Data/Library/Application Support/Microsoft/FontPreviewCache,
Microsoft Edge,com.microsoft.edgemac,cache-like-inside-support,6.1 MiB,6252,cache-like descendant,/Users/yaniv/Library/Application Support/Microsoft Edge/ShaderCache,
Opera,com.operasoftware.Opera,cache-like-inside-support,6.1 MiB,6252,cache-like descendant,/Users/yaniv/Library/Application Support/com.operasoftware.Opera/ShaderCache,
WD Discovery,com.wdc.discovery.mycloud,cache-like-inside-support,6.1 MiB,6216,cache-like descendant,/Users/yaniv/Library/Application Support/WD Discovery/Cache,
